bgc_id	bgc_source	bgc_url	bgc_species	bgc_ncbi_taxon	gene_id	gene_iri	pathway_id	pathway_title	pathway_iri	link_type
cluster-19	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-19	Arabidopsis thaliana	3702	AT2G22990	https://identifiers.org/tair.name/AT2G22990	PC150_r17.0.0_20260203162556	sinapate ester biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC150_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24190	https://identifiers.org/tair.name/AT2G24190	PC132_r17.0.0_20260203162556	detoxification of reactive carbonyls in chloroplasts	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC132_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24190	https://identifiers.org/tair.name/AT2G24190	PC184_r17.0.0_20260203162556	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC184_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24190	https://identifiers.org/tair.name/AT2G24190	PC921_r17.0.0_20260203162556	superpathway of lipoxygenase	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC921_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC1113_r17.0.0_20260203162556	superpathway of oleoresin turpentine biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1113_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC279_r17.0.0_20260203162556	perillyl aldehyde biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC279_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC566_r17.0.0_20260203162556	(4R)-carvone biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC566_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC704_r17.0.0_20260203162556	oleoresin monoterpene volatiles biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC704_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC769_r17.0.0_20260203162556	menthol biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC769_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC812_r17.0.0_20260203162556	monoterpene biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC812_r17.0.0_20260203162556	direct_gene_ispartof
cluster-21	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-21	Arabidopsis thaliana	3702	AT2G24210	https://identifiers.org/tair.name/AT2G24210	PC855_r17.0.0_20260203162556	fenchol biosynthesis II	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC855_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29690	https://identifiers.org/tair.name/AT2G29690	PC445_r17.0.0_20260203162556	L-tryptophan biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC445_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29690	https://identifiers.org/tair.name/AT2G29690	PC65_r17.0.0_20260203162556	acridone alkaloid biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC65_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC152_r17.0.0_20260203162556	rutin biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC152_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC332_r17.0.0_20260203162556	superpathway of flavones and derivatives biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC332_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC356_r17.0.0_20260203162556	quercetin glucoside biosynthesis (Allium)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC356_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC420_r17.0.0_20260203162556	flavonol acylglucoside biosynthesis III-quercetin derivatives	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC420_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC446_r17.0.0_20260203162556	quercetin triglucoside biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC446_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC50_r17.0.0_20260203162556	superpathway of flavones and derivatives biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC50_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC675_r17.0.0_20260203162556	quercetin glycoside biosynthesis (Arabidopsis)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC675_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC870_r17.0.0_20260203162556	flavonol glucosylation I	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC870_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29730	https://identifiers.org/tair.name/AT2G29730	PC900_r17.0.0_20260203162556	quercetin gentiotetraside biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC900_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC1026_r17.0.0_20260203162556	eupatolitin 3-O-glucoside biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1026_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC152_r17.0.0_20260203162556	rutin biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC152_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC332_r17.0.0_20260203162556	superpathway of flavones and derivatives biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC332_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC356_r17.0.0_20260203162556	quercetin glucoside biosynthesis (Allium)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC356_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC420_r17.0.0_20260203162556	flavonol acylglucoside biosynthesis III-quercetin derivatives	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC420_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC446_r17.0.0_20260203162556	quercetin triglucoside biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC446_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC50_r17.0.0_20260203162556	superpathway of flavones and derivatives biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC50_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC675_r17.0.0_20260203162556	quercetin glycoside biosynthesis (Arabidopsis)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC675_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC870_r17.0.0_20260203162556	flavonol glucosylation I	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC870_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29740	https://identifiers.org/tair.name/AT2G29740	PC900_r17.0.0_20260203162556	quercetin gentiotetraside biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC900_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29750	https://identifiers.org/tair.name/AT2G29750	PC1026_r17.0.0_20260203162556	eupatolitin 3-O-glucoside biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1026_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29750	https://identifiers.org/tair.name/AT2G29750	PC332_r17.0.0_20260203162556	superpathway of flavones and derivatives biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC332_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29750	https://identifiers.org/tair.name/AT2G29750	PC356_r17.0.0_20260203162556	quercetin glucoside biosynthesis (Allium)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC356_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29750	https://identifiers.org/tair.name/AT2G29750	PC50_r17.0.0_20260203162556	superpathway of flavones and derivatives biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC50_r17.0.0_20260203162556	direct_gene_ispartof
cluster-24	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-24	Arabidopsis thaliana	3702	AT2G29750	https://identifiers.org/tair.name/AT2G29750	PC675_r17.0.0_20260203162556	quercetin glycoside biosynthesis (Arabidopsis)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC675_r17.0.0_20260203162556	direct_gene_ispartof
cluster-25	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-25	Arabidopsis thaliana	3702	AT2G31750	https://identifiers.org/tair.name/AT2G31750	PC146_r17.0.0_20260203162556	superpathway of indole-3-acetate conjugate biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC146_r17.0.0_20260203162556	direct_gene_ispartof
cluster-25	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-25	Arabidopsis thaliana	3702	AT2G31750	https://identifiers.org/tair.name/AT2G31750	PC86_r17.0.0_20260203162556	indole-3-acetate inactivation IX	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC86_r17.0.0_20260203162556	direct_gene_ispartof
cluster-28	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-28	Arabidopsis thaliana	3702	AT2G44490	https://identifiers.org/tair.name/AT2G44490	PC778_r17.0.0_20260203162556	indole glucosinolate activation (intact plant cell)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC778_r17.0.0_20260203162556	direct_gene_ispartof
cluster-3	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-3	Arabidopsis thaliana	3702	AT1G23740	https://identifiers.org/tair.name/AT1G23740	PC132_r17.0.0_20260203162556	detoxification of reactive carbonyls in chloroplasts	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC132_r17.0.0_20260203162556	direct_gene_ispartof
cluster-3	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-3	Arabidopsis thaliana	3702	AT1G23820	https://identifiers.org/tair.name/AT1G23820	PC1158_r17.0.0_20260203162556	spermidine biosynthesis I	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1158_r17.0.0_20260203162556	direct_gene_ispartof
cluster-3	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-3	Arabidopsis thaliana	3702	AT1G23820	https://identifiers.org/tair.name/AT1G23820	PC130_r17.0.0_20260203162556	L-methionine salvage cycle I (bacteria and plants)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC130_r17.0.0_20260203162556	direct_gene_ispartof
cluster-3	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-3	Arabidopsis thaliana	3702	AT1G23820	https://identifiers.org/tair.name/AT1G23820	PC607_r17.0.0_20260203162556	superpathway of polyamine biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC607_r17.0.0_20260203162556	direct_gene_ispartof
cluster-3	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-3	Arabidopsis thaliana	3702	AT1G23820	https://identifiers.org/tair.name/AT1G23820	PC978_r17.0.0_20260203162556	superpathway of polyamine biosynthesis II	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC978_r17.0.0_20260203162556	direct_gene_ispartof
cluster-31	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-31	Arabidopsis thaliana	3702	AT3G13730	https://identifiers.org/tair.name/AT3G13730	PC113_r17.0.0_20260203162556	superpathway of C28 brassinosteroid biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC113_r17.0.0_20260203162556	direct_gene_ispartof
cluster-31	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-31	Arabidopsis thaliana	3702	AT3G13730	https://identifiers.org/tair.name/AT3G13730	PC561_r17.0.0_20260203162556	brassinolide biosynthesis II	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC561_r17.0.0_20260203162556	direct_gene_ispartof
cluster-31	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-31	Arabidopsis thaliana	3702	AT3G13730	https://identifiers.org/tair.name/AT3G13730	PC858_r17.0.0_20260203162556	brassinolide biosynthesis I	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC858_r17.0.0_20260203162556	direct_gene_ispartof
cluster-34	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-34	Arabidopsis thaliana	3702	AT3G29200	https://identifiers.org/tair.name/AT3G29200	PC180_r17.0.0_20260203162556	superpathway of L-phenylalanine and L-tyrosine biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC180_r17.0.0_20260203162556	direct_gene_ispartof
cluster-34	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-34	Arabidopsis thaliana	3702	AT3G29200	https://identifiers.org/tair.name/AT3G29200	PC246_r17.0.0_20260203162556	L-phenylalanine biosynthesis II	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC246_r17.0.0_20260203162556	direct_gene_ispartof
cluster-34	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-34	Arabidopsis thaliana	3702	AT3G29200	https://identifiers.org/tair.name/AT3G29200	PC896_r17.0.0_20260203162556	L-tyrosine biosynthesis II	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC896_r17.0.0_20260203162556	direct_gene_ispartof
cluster-34	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-34	Arabidopsis thaliana	3702	AT3G29200	https://identifiers.org/tair.name/AT3G29200	PC932_r17.0.0_20260203162556	L-tyrosine biosynthesis III	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC932_r17.0.0_20260203162556	direct_gene_ispartof
cluster-35	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-35	Arabidopsis thaliana	3702	AT3G29430	https://identifiers.org/tair.name/AT3G29430	PC634_r17.0.0_20260203162556	taxadiene biosynthesis (engineered)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC634_r17.0.0_20260203162556	direct_gene_ispartof
cluster-35	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-35	Arabidopsis thaliana	3702	AT3G29430	https://identifiers.org/tair.name/AT3G29430	PC691_r17.0.0_20260203162556	geranylgeranyl pyrophosphate biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC691_r17.0.0_20260203162556	direct_gene_ispartof
cluster-35	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-35	Arabidopsis thaliana	3702	AT3G29430	https://identifiers.org/tair.name/AT3G29430	PC721_r17.0.0_20260203162556	superpathway of phylloquinol biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC721_r17.0.0_20260203162556	direct_gene_ispartof
cluster-35	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-35	Arabidopsis thaliana	3702	AT3G29430	https://identifiers.org/tair.name/AT3G29430	PC743_r17.0.0_20260203162556	superpathway of geranylgeranyl pyrophosphate biosynthesis II (via MEP)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC743_r17.0.0_20260203162556	direct_gene_ispartof
cluster-35	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-35	Arabidopsis thaliana	3702	AT3G29430	https://identifiers.org/tair.name/AT3G29430	PC835_r17.0.0_20260203162556	superpathway of geranylgeranylpyrophosphate biosynthesis I (via mevalonate)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC835_r17.0.0_20260203162556	direct_gene_ispartof
cluster-35	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-35	Arabidopsis thaliana	3702	AT3G29430	https://identifiers.org/tair.name/AT3G29430	PC859_r17.0.0_20260203162556	plaunotol biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC859_r17.0.0_20260203162556	direct_gene_ispartof
cluster-37	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-37	Arabidopsis thaliana	3702	AT3G32040	https://identifiers.org/tair.name/AT3G32040	PC634_r17.0.0_20260203162556	taxadiene biosynthesis (engineered)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC634_r17.0.0_20260203162556	direct_gene_ispartof
cluster-37	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-37	Arabidopsis thaliana	3702	AT3G32040	https://identifiers.org/tair.name/AT3G32040	PC691_r17.0.0_20260203162556	geranylgeranyl pyrophosphate biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC691_r17.0.0_20260203162556	direct_gene_ispartof
cluster-37	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-37	Arabidopsis thaliana	3702	AT3G32040	https://identifiers.org/tair.name/AT3G32040	PC721_r17.0.0_20260203162556	superpathway of phylloquinol biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC721_r17.0.0_20260203162556	direct_gene_ispartof
cluster-37	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-37	Arabidopsis thaliana	3702	AT3G32040	https://identifiers.org/tair.name/AT3G32040	PC743_r17.0.0_20260203162556	superpathway of geranylgeranyl pyrophosphate biosynthesis II (via MEP)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC743_r17.0.0_20260203162556	direct_gene_ispartof
cluster-37	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-37	Arabidopsis thaliana	3702	AT3G32040	https://identifiers.org/tair.name/AT3G32040	PC835_r17.0.0_20260203162556	superpathway of geranylgeranylpyrophosphate biosynthesis I (via mevalonate)	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC835_r17.0.0_20260203162556	direct_gene_ispartof
cluster-37	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-37	Arabidopsis thaliana	3702	AT3G32040	https://identifiers.org/tair.name/AT3G32040	PC859_r17.0.0_20260203162556	plaunotol biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC859_r17.0.0_20260203162556	direct_gene_ispartof
cluster-38	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-38	Arabidopsis thaliana	3702	AT3G45130	https://identifiers.org/tair.name/AT3G45130	PC1155_r17.0.0_20260203162556	cholesterol biosynthesis I	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1155_r17.0.0_20260203162556	direct_gene_ispartof
cluster-38	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-38	Arabidopsis thaliana	3702	AT3G45130	https://identifiers.org/tair.name/AT3G45130	PC387_r17.0.0_20260203162556	lanosterol biosynthesis	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC387_r17.0.0_20260203162556	direct_gene_ispartof
cluster-4	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-4	Arabidopsis thaliana	3702	AT1G24100	https://identifiers.org/tair.name/AT1G24100	PC1048_r17.0.0_20260203162556	glucosinolate biosynthesis from homomethionine	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1048_r17.0.0_20260203162556	direct_gene_ispartof
cluster-4	plantiSMASH	https://plantismash.bioinformatics.nl/precalc/v2/Arabidopsis_thaliana_GCF_000001735.4/#cluster-4	Arabidopsis thaliana	3702	AT1G24100	https://identifiers.org/tair.name/AT1G24100	PC1144_r17.0.0_20260203162556	glucosinolate biosynthesis from dihomomethionine	http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1144_r17.0.0_20260203162556	direct_gene_ispartof
